uframe_route,filename_mask,reference_designator,data_source,status,notes
Ingest.optaa-dj-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl27/optaa1/*.optaa*.log,CE07SHSM-RID27-01-OPTAAD000,telemetered,Available,
Ingest.flort-dj-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl27/flort/*.flort.log,CE07SHSM-RID27-02-FLORTD000,telemetered,Available,
Ingest.ctdbp-cdef-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl27/ctdbp1/*.ctdbp*.log,CE07SHSM-RID27-03-CTDBPC000,telemetered,Available,
Ingest.dosta-abcdjm-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl27/dosta/*.dosta.log,CE07SHSM-RID27-04-DOSTAD000,telemetered,Available,
Ingest.cg-cpm-eng-cpm_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/irid2shore/cpm_status*.txt,CE07SHSM-SBC11-00-CPMENG000,telemetered,Available,
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl11/syslog/*.syslog.log,CE07SHSM-SBD11-00-DCLENG000,telemetered,Available,
#Ingest.mopak-o-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl11/mopak/*.mopak.log,CE07SHSM-SBD11-01-MOPAK0000,telemetered,Available,Temporarily disabled for mass ingestions
Ingest.hyd-o-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl11/hyd1/*.hyd*.log,CE07SHSM-SBD11-02-HYDGN0000,telemetered,Available,
Ingest.velpt-ab-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl11/velpt1/*.velpt*.log,CE07SHSM-SBD11-04-VELPTA000,telemetered,Available,
Ingest.metbk-a-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl11/metbk/*.metbk.log,CE07SHSM-SBD11-06-METBKA000,telemetered,Available,
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl12/syslog/*.syslog.log,CE07SHSM-SBD12-00-DCLENG000,telemetered,Available,
Ingest.hyd-o-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl12/hyd2/*.hyd*.log,CE07SHSM-SBD12-03-HYDGN0000,telemetered,Available,
Ingest.pco2a-a-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl12/pco2a/*.pco2a.log,CE07SHSM-SBD12-04-PCO2AA000,telemetered,Available,
Ingest.wavss-a-dcl-full_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl12/wavss/*.wavss.log,CE07SHSM-SBD12-05-WAVSSA000,telemetered,Available,
#,,CE07SHSM-MFD37-06-CAMDSA000,telemetered,Not Expected,Instrument set to internally log
