uframe_route,filename_mask,reference_designator,data_source,status,notes
Ingest.cg-cpm-eng-cpm_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/cpm3/syslog/cpm_status.txt,CE07SHSM-MFC31-00-CPMENG000,telemetered,Available,This file is always overwritten when a newer file is telemetered to shore approximately every 3 hours.
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl35/syslog/*.syslog.log,CE07SHSM-MFD35-00-DCLENG000,telemetered,Available,
#Ingest.vel3d-cd-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl35/vel3d/*.vel3d.log,CE07SHSM-MFD35-01-VEL3DD000,telemetered,Not Expected,"For this deployment all VEL3D are internally logging with no connection to the DCL. Thus, no VEL3D data until recovery."
Ingest.presf-abc-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl35/presf/*.presf.log,CE07SHSM-MFD35-02-PRESFB000,telemetered,Available,
Ingest.adcpt-acfgm-dcl-pd0_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl35/adcpt*/*.adcpt*.log,CE07SHSM-MFD35-04-ADCPTC000,telemetered,Available,
Ingest.pco2w-abc-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl35/pco2w/*.pco2w.log,CE07SHSM-MFD35-05-PCO2WB000,telemetered,Available,
Ingest.phsen-abcdef-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl35/phsen2/*.phsen*.log,CE07SHSM-MFD35-06-PHSEND000,telemetered,Available,
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl37/syslog/*.syslog.log,CE07SHSM-MFD37-00-DCLENG000,telemetered,Available,
Ingest.optaa-dj-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl37/optaa2/*.optaa*.log,CE07SHSM-MFD37-01-OPTAAD000,telemetered,Available,
Ingest.ctdbp-cdef-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl37/ctdbp2/*.ctdbp*.log,CE07SHSM-MFD37-03-CTDBPC000,telemetered,Available,Uses record stream ctdbp_cdef_dcl_ce_instrument
Ingest.dosta-abcdjm-ctdbp-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl37/ctdbp2/*.ctdbp*.log,CE07SHSM-MFD37-03-DOSTAD000,telemetered,Available,The data for the DOSTA is available in */dcl37/ctdbp2.  Uses record stream ctdbp_cdef_dcl_ce_dosta.
Ingest.zplsc-c-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl37/zplsc/*zplsc*.log,CE07SHSM-MFD37-07-ZPLSCC000,telemetered,Available,
Ingest.cg-cpm-eng-cpm_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/cpm2/syslog/cpm_status.txt,CE07SHSM-RIC21-00-CPMENG000,telemetered,Available,This file is always overwritten when a newer file is telemetered to shore approximately every 3 hours.
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl26/syslog/*.syslog.log,CE07SHSM-RID26-00-DCLENG000,telemetered,Available,
Ingest.adcpt-acfgm-dcl-pd0_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl26/adcpt1/*.adcpt*.log,CE07SHSM-RID26-01-ADCPTA000,telemetered,Available,
# Ingest.velpt-ab-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl26/velpt2/*.velpt*.log,CE07SHSM-RID26-04-VELPTA000,telemetered,Not Expected,no data in file - VELPT2 failed immediately upon deployment
Ingest.phsen-abcdef-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl26/phsen1/*.phsen*.log,CE07SHSM-RID26-06-PHSEND000,telemetered,Available,
Ingest.nutnr-b-dcl-conc_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl26/nutnr/*.nutnr.log,CE07SHSM-RID26-07-NUTNRB000,telemetered,Available,
Ingest.spkir-abj-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl26/spkir/*.spkir.log,CE07SHSM-RID26-08-SPKIRB000,telemetered,Available,
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CE07SHSM/D00003/cg_data/dcl27/syslog/*.syslog.log,CE07SHSM-RID27-00-DCLENG000,telemetered,Available,
