uframe_route,filename_mask,reference_designator,data_source,status,notes
Ingest.cg-cpm-eng-cpm_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/cpm3/syslog/cpm_status*.txt,CP04OSSM-MFC31-00-CPMENG000,telemetered,Available,underway deployment
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl35/syslog/*.syslog.log,CP04OSSM-MFD35-00-DCLENG000,telemetered,Available,underway deployment
Ingest.adcpt-acfgm-dcl-pd8_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl35/adcp/*.adcp.log,CP04OSSM-MFD35-01-ADCPSJ000,telemetered,Available,underway deployment
Ingest.presf-abc-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl35/presf/*.presf.log,CP04OSSM-MFD35-02-PRESFC000,telemetered,Available,underway deployment
Ingest.velpt-ab-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl35/velpt2/*.velpt*.log,CP04OSSM-MFD35-04-VELPTB000,telemetered,Available,underway deployment
Ingest.pco2w-abc-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl35/pco2w/*.pco2w.log,CP04OSSM-MFD35-05-PCO2WB000,telemetered,Available,underway deployment
Ingest.phsen-abcdef-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl35/phsen2/*.phsen*.log,CP04OSSM-MFD35-06-PHSEND000,telemetered,Available,underway deployment
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl37/syslog/*.syslog.log,CP04OSSM-MFD37-00-DCLENG000,telemetered,Available,underway deployment
Ingest.optaa-dj-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl37/optaa2/*.optaa*.log,CP04OSSM-MFD37-01-OPTAAD000,telemetered,Available,underway deployment
Ingest.ctdbp-cdef-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl37/ctdbp2/*.ctdbp*.log,CP04OSSM-MFD37-03-CTDBPE000,telemetered,Available,underway deployment
Ingest.dosta-abcdjm-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl37/dosta2/*.dosta*.log,CP04OSSM-MFD37-04-DOSTAD000,telemetered,Available,underway deployment
Ingest.zplsc-c-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl37/zplsc/*.zplsc.log,CP04OSSM-MFD37-07-ZPLSCC000,telemetered,Available,underway deployment
Ingest.cg-cpm-eng-cpm_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/cpm2/syslog/cpm_status*.txt,CP04OSSM-RIC21-00-CPMENG000,telemetered,Available,underway deployment
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl26/syslog/*.syslog.log,CP04OSSM-RID26-00-DCLENG000,telemetered,Available,underway deployment
Ingest.velpt-ab-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl26/velpt1/*.velpt*.log,CP04OSSM-RID26-04-VELPTA000,telemetered,Available,underway deployment
Ingest.phsen-abcdef-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl26/phsen1/*.phsen*.log,CP04OSSM-RID26-06-PHSEND000,telemetered,Available,underway deployment
Ingest.nutnr-b-dcl-full_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl26/nutnr/*.nutnr.log,CP04OSSM-RID26-07-NUTNRB000,telemetered,Available,underway deployment
Ingest.spkir-abj-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl26/spkir/*.spkir.log,CP04OSSM-RID26-08-SPKIRB000,telemetered,Available,underway deployment
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl27/syslog/*.syslog.log,CP04OSSM-RID27-00-DCLENG000,telemetered,Available,underway deployment
Ingest.optaa-dj-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl27/optaa1/*.optaa*.log,CP04OSSM-RID27-01-OPTAAD000,telemetered,Available,underway deployment
Ingest.flort-dj-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl27/flort/*.flort.log,CP04OSSM-RID27-02-FLORTD000,telemetered,Available,underway deployment
Ingest.ctdbp-cdef-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl27/ctdbp1/*.ctdbp*.log,CP04OSSM-RID27-03-CTDBPC000,telemetered,Available,underway deployment
Ingest.dosta-abcdjm-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl27/dosta1/*.dosta*.log,CP04OSSM-RID27-04-DOSTAD000,telemetered,Available,underway deployment
Ingest.cg-cpm-eng-cpm_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/irid2shore/cpm_status*.txt,CP04OSSM-SBC11-00-CPMENG000,telemetered,Available,underway deployment
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl11/syslog/*.syslog.log,CP04OSSM-SBD11-00-DCLENG000,telemetered,Available,underway deployment
#Ingest.mopak-o-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl11/mopak/*.mopak.log,CP04OSSM-SBD11-01-MOPAK0000,telemetered,Available,Temporarily disabled for mass ingestions
Ingest.hyd-o-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl11/hyd*/*hyd*.log,CP04OSSM-SBD11-02-HYDGN0000,telemetered,Available,underway deployment
Ingest.metbk-a-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl11/metbk/*.metbk.log,CP04OSSM-SBD11-06-METBKA000,telemetered,Available,underway deployment
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl12/syslog/*.syslog.log,CP04OSSM-SBD12-00-DCLENG000,telemetered,Available,underway deployment
Ingest.hyd-o-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl12/hyd*/*hyd*.log,CP04OSSM-SBD12-03-HYDGN0000,telemetered,Available,underway deployment
Ingest.pco2a-a-dcl_telemetered,/omc_data/whoi/OMC/CP04OSSM/D00006/cg_data/dcl12/pco2a/*.pco2a.log,CP04OSSM-SBD12-04-PCO2AA000,telemetered,Available,underway deployment
