uframe_route,filename_mask,reference_designator,data_source
Ingest.flord-l-wfp-sio_telemetered,/omc_data/whoi/OMC/GI02HYPM/D00001/*.we_wfp_*.dat,GI02HYPM-WFP02-01-FLORDL000,telemetered
Ingest.dosta-ln-wfp-sio-mule_telemetered,/omc_data/whoi/OMC/GI02HYPM/D00001/*.we_wfp_*.dat,GI02HYPM-WFP02-03-DOSTAL000,telemetered
Ingest.ctdpf-ckl-wfp-sio-mule_telemetered,/omc_data/whoi/OMC/GI02HYPM/D00001/*.wc_wfp_*.dat,GI02HYPM-WFP02-04-CTDPFL000,telemetered
Ingest.vel3d-l-wfp-sio_telemetered,/omc_data/whoi/OMC/GI02HYPM/D00001/*.wa_wfp_*.dat,GI02HYPM-WFP02-05-VEL3DL000,telemetered
#,,GI02HYPM-MPM01-02-ZPLSGA009,telemetered
#,,GI02HYPM-MPM01-02-ZPLSGA010,telemetered
Ingest.ctdmo-ghqr-sio_telemetered,/omc_data/whoi/OMC/GI02HYPM/D00001/*ctdmo_*.dat,GI02HYPM-RIM01-02-CTDMOG039,telemetered
Ingest.sio-eng-sio_telemetered,/omc_data/whoi/OMC/GI02HYPM/D00001/node*p1_*.status*.dat,GI02HYPM-GP001-00-ENG000000,telemetered
Ingest.wfp-eng-wfp-sio-mule_telemetered,/omc_data/whoi/OMC/GI02HYPM/D00001/*.we_wfp_1327721.dat,GI02HYPM-WFP02-00-ENG000000,telemetered
