uframe_route,filename_mask,reference_designator,data_source,status,notes
# Ingest.cg-cpm-eng-cpm_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/cg_data/cpm3/syslog/cpm_status.txt,CE09OSSM-MFC31-00-CPMENG000,recovered_host,Missing,This is a single file updated every minute. There will only be 1 of these files and the data in it will be from the last update.
# Ingest.cg-dcl-eng-dcl_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/cg_data/dcl35/syslog/*.syslog.log,CE09OSSM-MFD35-00-DCLENG000,recovered_host,Not Expected,DCL failed
# Ingest.vel3d-cd-dcl_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/cg_data/dcl35/vel3d/*.vel3d.log,CE09OSSM-MFD35-01-VEL3DD000,recovered_host,Not Expected,Instrument not connected to DCL
Ingest.vel3d-cd-dcl_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/instrmts/dcl35/VEL3D_*/*.VEC,CE09OSSM-MFD35-01-VEL3DD000,recovered_inst,Available,
# Ingest.presf-abc-dcl_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/cg_data/dcl35/presf/*.presf.log,CE09OSSM-MFD35-02-PRESFC000,recovered_host,Not Expected,DCL failed
Ingest.presf-abc_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/instrmts/dcl35/PRESF_*/*presf*.hex,CE09OSSM-MFD35-02-PRESFC000,recovered_inst,Available,
# Ingest.adcpt-acfgm-dcl-pd0_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/cg_data/dcl35/adcps/*.adcps.log,CE09OSSM-MFD35-04-ADCPSJ000,recovered_host,Not Expected,DCL failed
Ingest.adcps-jln_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/instrmts/dcl35/ADCPS_*/*.000,CE09OSSM-MFD35-04-ADCPSJ000,recovered_inst,Available,Correct route?
# Ingest.pco2w-abc-dcl_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/cg_data/dcl35/pco2w/*.pco2w.log,CE09OSSM-MFD35-05-PCO2WB000,recovered_host,Not Expected,DCL failed
Ingest.pco2w-abc_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/instrmts/dcl35/PCO2W_*/*pco2w*.txt,CE09OSSM-MFD35-05-PCO2WB000,recovered_inst,Available,
# Ingest.phsen-abcdef-dcl_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/cg_data/dcl35/phsen2/*.phsen2.log,CE09OSSM-MFD35-06-PHSEND000,recovered_host,Not Expected,DCL failed
Ingest.phsen-abcdef_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/instrmts/dcl35/PHSEN_*/*phsen*.txt,CE09OSSM-MFD35-06-PHSEND000,recovered_inst,Available,
# Ingest.cg-dcl-eng-dcl_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/cg_data/dcl37/syslog/*.syslog.log,CE09OSSM-MFD37-00-DCLENG000,recovered_host,Not Expected,DCL failed
# Ingest.optaa-dj-dcl_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/cg_data/dcl37/optaa2/*.optaa2.log,CE09OSSM-MFD37-01-OPTAAC000,recovered_host,Not Expected,DCL failed
# Ingest.ctdbp-cdef-dcl_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/cg_data/dcl37/ctdbp2/*.ctdbp2.log,CE09OSSM-MFD37-03-CTDBPE000,recovered_host,Not Expected,DCL failed
# Ingest.ctdbp-cdef_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/instrmts/dcl37/CTDBP_*/*ctdbp2*.hex,CE09OSSM-MFD37-03-CTDBPE000,recovered_inst,Not Expected,Instrument failed upon deployment
# Ingest.dosta-abcdjm-ctdbp-dcl_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/cg_data/dcl37/ctdbp2/*.ctdbp2.log,CE09OSSM-MFD37-03-DOSTAD000,recovered_host,Not Expected,DCL failed
# Ingest.dosta-abcdjm-ctdbp_recovered,/omc_data/whoi/OMC/CE09OSSM/R00002/instrmts/dcl37/CTDBP_*/*ctdbp2*.hex,CE09OSSM-MFD37-03-DOSTAD000,recovered_inst,Not Expected,Instrument failed upon deployment
