parser,filename_mask,reference_designator,data_source,status,notes
#mi.dataset.driver.dosta_abcdjm.cspp.dosta_abcdjm_cspp_telemetered_driver,/omc_data/whoi/OMC/CE06ISSP/D00007/extract/ucspp_*_PPD_OPT.txt,CE06ISSP-SP001-02-DOSTAJ000,telemetered,Missing,
#mi.dataset.driver.optaa_dj.cspp.optaa_dj_cspp_telemetered_driver,/omc_data/whoi/OMC/CE06ISSP/D00007/extract/ucspp_*_ACD_ACS.txt,CE06ISSP-SP001-04-OPTAAJ000,telemetered,Not Expected,Not sent in Telemetered data
#mi.dataset.driver.velpt_j.cspp.velpt_j_cspp_telemetered_driver,/omc_data/whoi/OMC/CE06ISSP/D00007/extract/ucspp_*_PPD_ADCP.txt,CE06ISSP-SP001-05-VELPTJ000,telemetered,Missing,
#mi.dataset.driver.nutnr_j.cspp.nutnr_j_cspp_telemetered_driver,/omc_data/whoi/OMC/CE06ISSP/D00007/extract/ucspp_*_SND_SNA.txt,CE06ISSP-SP001-06-NUTNRJ000,telemetered,Not Expected,Not sent in Telemetered data
#mi.dataset.driver.spkir_abj.cspp.spkir_abj_cspp_telemetered_driver,/omc_data/whoi/OMC/CE06ISSP/D00007/extract/ucspp_*_PPD_OCR.txt,CE06ISSP-SP001-07-SPKIRJ000,telemetered,Missing,
#mi.dataset.driver.flort_dj.cspp.flort_dj_cspp_telemetered_driver,/omc_data/whoi/OMC/CE06ISSP/D00007/extract/ucspp_*_PPD_TRIP.txt,CE06ISSP-SP001-08-FLORTJ000,telemetered,Missing,
#mi.dataset.driver.ctdpf_j.cspp.ctdpf_j_cspp_telemetered_driver,/omc_data/whoi/OMC/CE06ISSP/D00007/extract/ucspp_*_PPD_CTD.txt,CE06ISSP-SP001-09-CTDPFJ000,telemetered,Missing,
#mi.dataset.driver.parad_j.cspp.parad_j_cspp_telemetered_driver,/omc_data/whoi/OMC/CE06ISSP/D00007/extract/ucspp_*_PPD_PARS.txt,CE06ISSP-SP001-10-PARADJ000,telemetered,Missing,
