uframe_route,filename_mask,reference_designator,data_source
Ingest.dosta-abcdjm-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl37/dosta2/*.dosta*.log,CP01CNSM-MFD37-04-DOSTAD000,telemetered
Ingest.nutnr-b-dcl-full_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl26/nutnr/*.nutnr.log,CP01CNSM-RID26-07-NUTNRB000,telemetered
Ingest.spkir-abj-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl26/spkir/*.spkir.log,CP01CNSM-RID26-08-SPKIRB000,telemetered
Ingest.adcpt-acfgm-dcl-pd8_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl35/adcp/*.adcp.log,CP01CNSM-MFD35-01-ADCPTF000,telemetered
Ingest.presf-abc-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl35/presf/*.presf.log,CP01CNSM-MFD35-02-PRESFB000,telemetered
Ingest.pco2w-abc-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl35/pco2w/*.pco2w.log,CP01CNSM-MFD35-05-PCO2WB000,telemetered
Ingest.cg-cpm-eng-cpm_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/irid2shore/cpm_status*.txt,CP01CNSM-SBC11-00-CPMENG000,telemetered
Ingest.cg-cpm-eng-cpm_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/cpm2/syslog/cpm_status*.txt,CP01CNSM-RIC21-00-CPMENG000,telemetered
Ingest.cg-cpm-eng-cpm_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/cpm3/syslog/cpm_status*.txt,CP01CNSM-MFC31-00-CPMENG000,telemetered
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl11/syslog/*.syslog.log,CP01CNSM-SBD11-00-DCLENG000,telemetered
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl12/syslog/*.syslog.log,CP01CNSM-SBD12-00-DCLENG000,telemetered
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl26/syslog/*.syslog.log,CP01CNSM-RID26-00-DCLENG000,telemetered
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl27/syslog/*.syslog.log,CP01CNSM-RID27-00-DCLENG000,telemetered
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl35/syslog/*.syslog.log,CP01CNSM-MFD35-00-DCLENG000,telemetered
Ingest.cg-dcl-eng-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl37/syslog/*.syslog.log,CP01CNSM-MFD37-00-DCLENG000,telemetered
