uframe_route,filename_mask,reference_designator,data_source
Ingest.mopak-o-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl11/mopak/*.mopak.log,CP01CNSM-SBD11-01-MOPAK0000,telemetered
Ingest.metbk-a-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl11/metbk1/*.metbk*.log,CP01CNSM-SBD11-06-METBKA000,telemetered
Ingest.metbk-a-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl12/metbk2/*.metbk*.log,CP01CNSM-SBD12-06-METBKA000,telemetered
Ingest.pco2a-a-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl12/pco2a/*.pco2a.log,CP01CNSM-SBD12-04-PCO2AA000,telemetered
Ingest.wavss-a-dcl-full_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl12/wavss/*.wavss.log,CP01CNSM-SBD12-05-WAVSSA000,telemetered
Ingest.velpt-ab-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl26/velpt1/*.velpt*.log,CP01CNSM-RID26-04-VELPTA000,telemetered
Ingest.velpt-ab-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl35/velpt2/*.velpt*.log,CP01CNSM-MFD35-04-VELPTA000,telemetered
Ingest.phsen-abcdef-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl26/phsen1/*.phsen*.log,CP01CNSM-RID26-06-PHSEND000,telemetered
Ingest.phsen-abcdef-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl35/phsen2/*.phsen*.log,CP01CNSM-MFD35-06-PHSEND000,telemetered
Ingest.optaa-dj-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl27/optaa1/*.optaa*.log,CP01CNSM-RID27-01-OPTAAD000,telemetered
Ingest.optaa-dj-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl37/optaa2/*.optaa*.log,CP01CNSM-MFD37-01-OPTAAD000,telemetered
Ingest.flort-dj-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl27/flort/*.flort.log,CP01CNSM-RID27-02-FLORTD000,telemetered
Ingest.ctdbp-cdef-dcl-cp_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl27/ctdbp1/*.ctdbp*.log,CP01CNSM-RID27-03-CTDBPC000,telemetered
Ingest.ctdbp-cdef-dcl-cp_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl37/ctdbp2/*.ctdbp*.log,CP01CNSM-MFD37-03-CTDBPD000,telemetered
Ingest.dosta-abcdjm-dcl_telemetered,/omc_data/whoi/OMC/CP01CNSM/D00002/cg_data/dcl27/dosta1/*.dosta*.log,CP01CNSM-RID27-04-DOSTAD000,telemetered
