uframe_route,parser,filename_mask,reference_designator,data_source,status,notes
Ingest.cg-dcl-eng-dcl_recovered,mi.dataset.driver.cg_dcl_eng.dcl.cg_dcl_eng_dcl_recovered_driver,/omc_data/whoi/OMC/GI01SUMO/R00003/cg_data/dcl16/syslog/*syslog.log,GI01SUMO-RID16-00-DCLENG000,recovered_host,Available,
Ingest.optaa-dj-dcl_recovered,mi.dataset.driver.optaa_dj.dcl.optaa_dj_dcl_recovered_driver,/omc_data/whoi/OMC/GI01SUMO/R00003/cg_data/dcl16/optaa2/*.optaa2.log,GI01SUMO-RID16-01-OPTAAD000,recovered_host,Available,
Ingest.flort-dj-dcl_recovered,mi.dataset.driver.flort_dj.dcl.flort_dj_dcl_recovered_driver,/omc_data/whoi/OMC/GI01SUMO/R00003/cg_data/dcl16/flort2/*.flort2.log,GI01SUMO-RID16-02-FLORTD000,recovered_host,Available,
Ingest.ctdbp-cdef-dcl_recovered,mi.dataset.driver.ctdbp_cdef.dcl.ctdbp_cdef_dcl_recovered_driver,/omc_data/whoi/OMC/GI01SUMO/R00003/cg_data/dcl16/ctdbp/*ctdbp.log,GI01SUMO-RID16-03-CTDBPF000,recovered_host,Available,
Ingest.ctdbp-cdef_recovered,mi.dataset.driver.ctdbp_cdef.ctdbp_cdef_recovered_driver,/omc_data/whoi/OMC/GI01SUMO/R00003/instruments/dcl16/CTDBP_sn16-50001/SBE*.hex,GI01SUMO-RID16-03-CTDBPF000,recovered_inst,Available,
Ingest.velpt-ab-dcl_recovered,mi.dataset.driver.velpt_ab.dcl.velpt_ab_dcl_recovered_driver,/omc_data/whoi/OMC/GI01SUMO/R00003/cg_data/dcl16/velpt/*.velpt.log,GI01SUMO-RID16-04-VELPTA000,recovered_host,Available,
Ingest.velpt-ab_recovered,mi.dataset.driver.velpt_ab.velpt_ab_recovered_driver,/omc_data/whoi/OMC/GI01SUMO/R00003/instruments/dcl16/VELPT_sn*/*.aqd,GI01SUMO-RID16-04-VELPTA000,recovered_inst,Available,
Ingest.pco2w-abc-dcl_recovered,mi.dataset.driver.pco2w_abc.dcl.pco2w_abc_dcl_recovered_driver,/omc_data/whoi/OMC/GI01SUMO/R00003/cg_data/dcl16/pco2w/*.pco2w.log,GI01SUMO-RID16-05-PCO2WB000,recovered_host,Available,
Ingest.pco2w-abc_recovered,mi.dataset.driver.pco2w_abc.pco2w_abc_recovered_driver,/omc_data/whoi/OMC/GI01SUMO/R00003/instruments/dcl16/PCO2W_sn*/*.txt,GI01SUMO-RID16-05-PCO2WB000,recovered_inst,Available,
Ingest.dosta-abcdjm-dcl_recovered,mi.dataset.driver.dosta_abcdjm.dcl.dosta_abcdjm_dcl_recovered_driver,/omc_data/whoi/OMC/GI01SUMO/R00003/cg_data/dcl16/dosta2/*dosta2.log,GI01SUMO-RID16-06-DOSTAD000,recovered_host,Available,
Ingest.nutnr-b-dcl-full_recovered,mi.dataset.driver.nutnr_b.dcl_full.nutnr_b_dcl_full_recovered_driver,/omc_data/whoi/OMC/GI01SUMO/R00003/cg_data/dcl16/nutnr2/*.nutnr2.log,GI01SUMO-RID16-07-NUTNRB000,recovered_host,Available,
Ingest.nutnr-b_recovered,mi.dataset.driver.nutnr_b.nutnr_b_recovered_driver,/omc_data/whoi/OMC/GI01SUMO/R00003/instruments/dcl16/NUTNR_sn*/*.DAT,GI01SUMO-RID16-07-NUTNRB000,recovered_inst,Available,
