uframe_route,filename_mask,reference_designator,data_source,status,notes
Ingest.adcps-jln-stc_recovered,/omc_data/whoi/OMC/CP02PMUO/R00006/cg_data/dcl00/imm/adcp/adcp*.DAT,CP02PMUO-RII01-02-ADCPSL010,recovered_host,Available,
Ingest.adcps-jln_recovered,/omc_data/whoi/OMC/CP02PMUO/R00006/cg_data/dcl00/ADCP*/*RDI_*.000,CP02PMUO-RII01-02-ADCPSL010,recovered_inst,Available,
#Ingest.cg-stc-eng-stc_recovered,/omc_data/whoi/OMC/CP02PMUO/R00006/cg_data/dcl00/irid2shore/stc_status.*_*.txt,CP02PMUO-SBS01-00-STCENG000,recovered_host,Available,Temporarily disabled for mass ingestions
#Ingest.mopak-o-dcl_recovered,/omc_data/whoi/OMC/CP02PMUO/R00006/cg_data/dcl00/MOPAK*/*.3dmgx3.log,CP02PMUO-SBS01-01-MOPAK0000,recovered_host,Not Expected,WFP failed
#Ingest.wfp-eng-stc-imodem_recovered,/omc_data/whoi/OMC/CP02PMUO/R00006/cg_data/dcl00/CWFP*/*00/E*.DA?,CP02PMUO-WFP01-00-WFPENG000,recovered_wfp,Not Expected,WFP failed
#Ingest.vel3d-k-wfp-stc_recovered,/omc_data/whoi/OMC/CP02PMUO/R00006/cg_data/dcl00/CWFP*/*00/A*.DA?,CP02PMUO-WFP01-01-VEL3DK000,recovered_wfp,Not Expected,WFP failed
#Ingest.dofst-k-wfp_recovered,/omc_data/whoi/OMC/CP02PMUO/R00006/cg_data/dcl00/CWFP*/*00/C*.DA?,CP02PMUO-WFP01-02-DOFSTK000,recovered_wfp,Not Expected,WFP failed
#Ingest.ctdpf-ckl-wfp_recovered,/omc_data/whoi/OMC/CP02PMUO/R00006/cg_data/dcl00/CWFP*/*00/C*.DA?,CP02PMUO-WFP01-03-CTDPFK000,recovered_wfp,Not Expected,WFP failed
#Ingest.flort-kn-stc-imodem_recovered,/omc_data/whoi/OMC/CP02PMUO/R00006/cg_data/dcl00/CWFP*/*00/E*.DA?,CP02PMUO-WFP01-04-FLORTK000,recovered_wfp,Not Expected,WFP failed
#Ingest.parad-k-stc-imodem_recovered,/omc_data/whoi/OMC/CP02PMUO/R00006/cg_data/dcl00/CWFP*/*00/E*.DA?,CP02PMUO-WFP01-05-PARADK000,recovered_wfp,Not Expected,WFP failed
