uframe_route,filename_mask,reference_designator,data_source
Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL319/D00001/merged-from-glider/ce_319_*.mrg,CE05MOAS-GL319-04-DOSTAM000,telemetered
Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL319/D00001/merged-from-glider/ce_319_*.mrg,CE05MOAS-GL319-05-CTDGVM000,telemetered
Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL320/D00001/merged-from-glider/ce_320_*.mrg,CE05MOAS-GL320-00-ENG000000,telemetered
Ingest.parad-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL320/D00001/merged-from-glider/ce_320_*.mrg,CE05MOAS-GL320-01-PARADM000,telemetered
Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL320/D00001/merged-from-glider/ce_320_*.mrg,CE05MOAS-GL320-02-FLORTM000,telemetered
Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL320/D00001/merged-from-glider/ce_320_*.mrg,CE05MOAS-GL320-04-DOSTAM000,telemetered
Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL320/D00001/merged-from-glider/ce_320_*.mrg,CE05MOAS-GL320-05-CTDGVM000,telemetered
Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL326/D00001/merged-from-glider/ce_326_*.mrg,CE05MOAS-GL326-00-ENG000000,telemetered
Ingest.parad-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL326/D00001/merged-from-glider/ce_326_*.mrg,CE05MOAS-GL326-01-PARADM000,telemetered
Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL326/D00001/merged-from-glider/ce_326_*.mrg,CE05MOAS-GL326-02-FLORTM000,telemetered
Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL326/D00001/merged-from-glider/ce_326_*.mrg,CE05MOAS-GL326-04-DOSTAM000,telemetered
Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL326/D00001/merged-from-glider/ce_326_*.mrg,CE05MOAS-GL326-05-CTDGVM000,telemetered
Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL327/D00001/merged-from-glider/ce_327_*.mrg,CE05MOAS-GL327-00-ENG000000,telemetered
Ingest.parad-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL327/D00001/merged-from-glider/ce_327_*.mrg,CE05MOAS-GL327-01-PARADM000,telemetered
Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL327/D00001/merged-from-glider/ce_327_*.mrg,CE05MOAS-GL327-02-FLORTM000,telemetered
Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL327/D00001/merged-from-glider/ce_327_*.mrg,CE05MOAS-GL327-04-DOSTAM000,telemetered
Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL327/D00001/merged-from-glider/ce_327_*.mrg,CE05MOAS-GL327-05-CTDGVM000,telemetered
Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL381/D00001/merged-from-glider/ce_381_*.mrg,CE05MOAS-GL381-00-ENG000000,telemetered
Ingest.parad-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL381/D00001/merged-from-glider/ce_381_*.mrg,CE05MOAS-GL381-01-PARADM000,telemetered
Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL381/D00001/merged-from-glider/ce_381_*.mrg,CE05MOAS-GL381-02-FLORTM000,telemetered
Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL381/D00001/merged-from-glider/ce_381_*.mrg,CE05MOAS-GL381-04-DOSTAM000,telemetered
Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL381/D00001/merged-from-glider/ce_381_*.mrg,CE05MOAS-GL381-05-CTDGVM000,telemetered
Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL382/D00001/merged-from-glider/ce_382_*.mrg,CE05MOAS-GL382-00-ENG000000,telemetered
Ingest.parad-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL382/D00001/merged-from-glider/ce_382_*.mrg,CE05MOAS-GL382-01-PARADM000,telemetered
Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL382/D00001/merged-from-glider/ce_382_*.mrg,CE05MOAS-GL382-02-FLORTM000,telemetered
Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL382/D00001/merged-from-glider/ce_382_*.mrg,CE05MOAS-GL382-04-DOSTAM000,telemetered
Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL382/D00001/merged-from-glider/ce_382_*.mrg,CE05MOAS-GL382-05-CTDGVM000,telemetered
Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL383/D00001/merged-from-glider/ce_383_*.mrg,CE05MOAS-GL383-00-ENG000000,telemetered
Ingest.parad-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL383/D00001/merged-from-glider/ce_383_*.mrg,CE05MOAS-GL383-01-PARADM000,telemetered
Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL383/D00001/merged-from-glider/ce_383_*.mrg,CE05MOAS-GL383-02-FLORTM000,telemetered
Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL383/D00001/merged-from-glider/ce_383_*.mrg,CE05MOAS-GL383-04-DOSTAM000,telemetered
Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL383/D00001/merged-from-glider/ce_383_*.mrg,CE05MOAS-GL383-05-CTDGVM000,telemetered
Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL384/D00001/merged-from-glider/ce_384_*.mrg,CE05MOAS-GL384-00-ENG000000,telemetered
Ingest.parad-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL384/D00001/merged-from-glider/ce_384_*.mrg,CE05MOAS-GL384-01-PARADM000,telemetered
Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL384/D00001/merged-from-glider/ce_384_*.mrg,CE05MOAS-GL384-02-FLORTM000,telemetered
Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL384/D00001/merged-from-glider/ce_384_*.mrg,CE05MOAS-GL384-04-DOSTAM000,telemetered
Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL384/D00001/merged-from-glider/ce_384_*.mrg,CE05MOAS-GL384-05-CTDGVM000,telemetered
Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL386/D00001/merged-from-glider/ce_386_*.mrg,CE05MOAS-GL386-00-ENG000000,telemetered
Ingest.parad-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL386/D00001/merged-from-glider/ce_386_*.mrg,CE05MOAS-GL386-01-PARADM000,telemetered
Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL386/D00001/merged-from-glider/ce_386_*.mrg,CE05MOAS-GL386-02-FLORTM000,telemetered
Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL386/D00001/merged-from-glider/ce_386_*.mrg,CE05MOAS-GL386-04-DOSTAM000,telemetered
Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL386/D00001/merged-from-glider/ce_386_*.mrg,CE05MOAS-GL386-05-CTDGVM000,telemetered
