uframe_route,filename_mask,reference_designator,data_source
Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL247/D00001/merged-from-glider/ce_247_*.mrg,CE05MOAS-GL247-00-ENG000000,telemetered
Ingest.parad-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL247/D00001/merged-from-glider/ce_247_*.mrg,CE05MOAS-GL247-01-PARADM000,telemetered
Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL247/D00001/merged-from-glider/ce_247_*.mrg,CE05MOAS-GL247-02-FLORTM000,telemetered
Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL247/D00001/merged-from-glider/ce_247_*.mrg,CE05MOAS-GL247-04-DOSTAM000,telemetered
Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL247/D00001/merged-from-glider/ce_247_*.mrg,CE05MOAS-GL247-05-CTDGVM000,telemetered
Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL311/D00001/merged-from-glider/ce_311_*.mrg,CE05MOAS-GL311-00-ENG000000,telemetered
Ingest.parad-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL311/D00001/merged-from-glider/ce_311_*.mrg,CE05MOAS-GL311-01-PARADM000,telemetered
Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL311/D00001/merged-from-glider/ce_311_*.mrg,CE05MOAS-GL311-02-FLORTM000,telemetered
Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL311/D00001/merged-from-glider/ce_311_*.mrg,CE05MOAS-GL311-04-DOSTAM000,telemetered
Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL311/D00001/merged-from-glider/ce_311_*.mrg,CE05MOAS-GL311-05-CTDGVM000,telemetered
Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL312/D00001/merged-from-glider/ce_312_*.mrg,CE05MOAS-GL312-00-ENG000000,telemetered
Ingest.parad-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL312/D00001/merged-from-glider/ce_312_*.mrg,CE05MOAS-GL312-01-PARADM000,telemetered
Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL312/D00001/merged-from-glider/ce_312_*.mrg,CE05MOAS-GL312-02-FLORTM000,telemetered
Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL312/D00001/merged-from-glider/ce_312_*.mrg,CE05MOAS-GL312-04-DOSTAM000,telemetered
Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL312/D00001/merged-from-glider/ce_312_*.mrg,CE05MOAS-GL312-05-CTDGVM000,telemetered
Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL319/D00001/merged-from-glider/ce_319_*.mrg,CE05MOAS-GL319-00-ENG000000,telemetered
Ingest.parad-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL319/D00001/merged-from-glider/ce_319_*.mrg,CE05MOAS-GL319-01-PARADM000,telemetered
Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/CE05MOAS-GL319/D00001/merged-from-glider/ce_319_*.mrg,CE05MOAS-GL319-02-FLORTM000,telemetered
