uframe_route,filename_mask,reference_designator,data_source,status,notes
Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/CTDMO_sn37-10227/*.hex,GI03FLMA-RI000-00-CTDMOH000,recovered_inst,Available,
Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/CTDMO_sn37-11683/*.hex,GI03FLMA-RI000-00-CTDMOH100,recovered_inst,Available,
Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/CTDMO_sn37-10265/*.hex,GI03FLMA-RI000-00-CTDMOH400,recovered_inst,Available,
Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/CTDMO_sn37-10264/*.hex,GI03FLMA-RI000-00-CTDMOH700,recovered_inst,Available,
Ingest.velpt-ab_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/VELPT_snAQD-11669/*.aqd,GI03FLMA-RI000-00-VELPTB000,recovered_inst,Available,
Ingest.velpt-ab_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/VELPT_snAQD-11969/*.aqd,GI03FLMA-RI000-00-VELPTB100,recovered_inst,Available,
Ingest.velpt-ab_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/VELPT_snAQD-11967/*.aqd,GI03FLMA-RI000-00-VELPTB400,recovered_inst,Available,
Ingest.velpt-ab_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/VELPT_snAQD-11964/*.aqd,GI03FLMA-RI000-00-VELPTB700,recovered_inst,Available,
Ingest.sio-eng-sio_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/MSIOC_sn13279/STATUS/STA*.DAT,GI03FLMA-RIM01-00-SIOENG000,recovered_host,Available,
Ingest.adcps-jln-sio_telemetered,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/MSIOC_sn13279/ADCPS/ADC*.DAT,GI03FLMA-RIM01-02-ADCPSL003,recovered_host,Available,
Ingest.adcps-jln_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/ADCPS_sn18353/*.000,GI03FLMA-RIM01-02-ADCPSL003,recovered_inst,Available,
Ingest.ctdmo-ghqr-sio_ctRecovered,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/MSIOC_sn13279/CTD/CTD*.DAT,GI03FLMA-RIM01-02-CTDMOG000,recovered_host,Available,Wildcard refdes
#,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/MSIOC_sn13279/CTD/CTD*.DAT,GI03FLMA-RIM01-02-CTDMOG040,recovered_host,Available,Data assigned to refdes after ingestion with wildcard refdes.
Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/CTDMO_sn37-11612/*.hex,GI03FLMA-RIM01-02-CTDMOG040,recovered_inst,Available,
#,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/MSIOC_sn13279/CTD/CTD*.DAT,GI03FLMA-RIM01-02-CTDMOG041,recovered_host,Available,Data assigned to refdes after ingestion with wildcard refdes.
Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/CTDMO_sn37-12308/*.hex,GI03FLMA-RIM01-02-CTDMOG041,recovered_inst,Available,
#,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/MSIOC_sn13279/CTD/CTD*.DAT,GI03FLMA-RIM01-02-CTDMOG042,recovered_host,Available,Data assigned to refdes after ingestion with wildcard refdes.
Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/CTDMO_sn37-12309/*.hex,GI03FLMA-RIM01-02-CTDMOG042,recovered_inst,Available,
#,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/MSIOC_sn13279/CTD/CTD*.DAT,GI03FLMA-RIM01-02-CTDMOG043,recovered_host,Available,Data assigned to refdes after ingestion with wildcard refdes.
Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/CTDMO_sn37-12310/*.hex,GI03FLMA-RIM01-02-CTDMOG043,recovered_inst,Available,
#,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/MSIOC_sn13279/CTD/CTD*.DAT,GI03FLMA-RIM01-02-CTDMOG044,recovered_host,Available,Data assigned to refdes after ingestion with wildcard refdes.
Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/CTDMO_sn37-11533/*.hex,GI03FLMA-RIM01-02-CTDMOG044,recovered_inst,Available,
#,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/MSIOC_sn13279/CTD/CTD*.DAT,GI03FLMA-RIM01-02-CTDMOG045,recovered_host,Available,Data assigned to refdes after ingestion with wildcard refdes.
Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/CTDMO_sn37-11534/*.hex,GI03FLMA-RIM01-02-CTDMOG045,recovered_inst,Available,
#,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/MSIOC_sn13279/CTD/CTD*.DAT,GI03FLMA-RIM01-02-CTDMOG046,recovered_host,Available,Data assigned to refdes after ingestion with wildcard refdes.
Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/CTDMO_sn37-11609/*.hex,GI03FLMA-RIM01-02-CTDMOG046,recovered_inst,Available,
#,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/MSIOC_sn13279/CTD/CTD*.DAT,GI03FLMA-RIM01-02-CTDMOG047,recovered_host,Available,Data assigned to refdes after ingestion with wildcard refdes.
Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/CTDMO_sn37-11535/*.hex,GI03FLMA-RIM01-02-CTDMOG047,recovered_inst,Available,
#,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/MSIOC_sn13279/CTD/CTD*.DAT,GI03FLMA-RIM01-02-CTDMOG048,recovered_host,Available,Data assigned to refdes after ingestion with wildcard refdes.
