uframe_route,filename_mask,reference_designator,data_source,status,notes
Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/CTDMO_sn37-11593/*.hex,GI03FLMA-RIM01-02-CTDMOG048,recovered_inst,Available,
#,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/MSIOC_sn13279/CTD/CTD*.DAT,GI03FLMA-RIM01-02-CTDMOH049,recovered_host,Available,Data assigned to refdes after ingestion with wildcard refdes.
Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/CTDMO_sn37-12219/*.hex,GI03FLMA-RIM01-02-CTDMOH049,recovered_inst,Available,
#,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/MSIOC_sn13279/CTD/CTD*.DAT,GI03FLMA-RIM01-02-CTDMOH050,recovered_host,Available,Data assigned to refdes after ingestion with wildcard refdes.
Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/CTDMO_sn37-12389/*.hex,GI03FLMA-RIM01-02-CTDMOH050,recovered_inst,Available,
#,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/MSIOC_sn13279/CTD/CTD*.DAT,GI03FLMA-RIM01-02-CTDMOH051,recovered_host,Available,Data assigned to refdes after ingestion with wildcard refdes.
Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/CTDMO_sn37-12227/*.hex,GI03FLMA-RIM01-02-CTDMOH051,recovered_inst,Available,
Ingest.sio-eng-sio_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/SSIOC_sn13278/STATUS/STA*.DAT,GI03FLMA-RIS01-00-SIOENG000,recovered_host,Available,
Ingest.dosta-abcdjm-sio_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/SSIOC_sn13278/DOSTA/DOS*.DAT,GI03FLMA-RIS01-03-DOSTAD000,recovered_host,Available,
Ingest.phsen-abcdef_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/instruments/PHSEN_snP0103/SAMI_P0103_180817.txt,GI03FLMA-RIS01-04-PHSENF000,recovered_inst,Available,
Ingest.phsen-abcdef-imodem_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/SSIOC_sn13278/PHSEN/PHS*.DAT,GI03FLMA-RIS01-04-PHSENF000,recovered_host,Available,
Ingest.flort-dj-sio_recovered,/omc_data/whoi/OMC/GI03FLMA/R00003/cg_data/SSIOC_sn13278/FLORT/FLO*.DAT,GI03FLMA-RIS01-05-FLORTD000,recovered_host,Available,
