uframe_route,parser,filename_mask,reference_designator,data_source,status,notes
#Ingest.glider-eng-glider_telemetered,mi.dataset.driver.moas.gl.engineering.glider_eng_glider_telemetered_driver,/omc_data/whoi/OMC/GP05MOAS-GL363/D00002/merged-from-glider/unit_*.mrg,GP05MOAS-GL363-00-ENG000000,telemetered,Missing,no data on server
#Ingest.flord-m-glider_telemetered,mi.dataset.driver.moas.gl.flord_m.flord_m_glider_telemetered_driver,/omc_data/whoi/OMC/GP05MOAS-GL363/D00002/merged-from-glider/unit_*.mrg,GP05MOAS-GL363-01-FLORDM000,telemetered,Missing,no data on server
#Ingest.dosta-abcdjm-glider_telemetered,mi.dataset.driver.moas.gl.dosta.dosta_abcdjm_glider_telemetered_driver,/omc_data/whoi/OMC/GP05MOAS-GL363/D00002/merged-from-glider/unit_*.mrg,GP05MOAS-GL363-02-DOSTAM000,telemetered,Missing,no data on server
#Ingest.ctdgv-m-glider_telemetered,mi.dataset.driver.moas.gl.ctdgv.ctdgv_m_glider_telemetered_driver,/omc_data/whoi/OMC/GP05MOAS-GL363/D00002/merged-from-glider/unit_*.mrg,GP05MOAS-GL363-04-CTDGVM000,telemetered,Missing,no data on server
