uframe_route,parser,filename_mask,reference_designator,data_source,status,notes
# Ingest.cg-cpm-eng-cpm_recovered,mi.dataset.driver.cg_cpm_eng.cpm.cg_cpm_eng_cpm_recovered_driver,/omc_data/whoi/OMC/CP03ISSM/R00003/cg_data/cpm3/syslog/cpm_status*.txt,CP03ISSM-MFC31-00-CPMENG000,recovered_host,Not Expected,No data available. It was not routinely captured.
Ingest.cg-dcl-eng-dcl_recovered,mi.dataset.driver.cg_dcl_eng.dcl.cg_dcl_eng_dcl_recovered_driver,/omc_data/whoi/OMC/CP03ISSM/R00003/cg_data/dcl35/syslog/*.syslog.log,CP03ISSM-MFD35-00-DCLENG000,recovered_host,Available,
Ingest.adcpt-acfgm-dcl-pd8_recovered,mi.dataset.driver.adcpt_acfgm.dcl.pd8.adcpt_acfgm_dcl_pd8_recovered_driver,/omc_data/whoi/OMC/CP03ISSM/R00003/cg_data/dcl35/ADCP_sn20530/*adcp.log,CP03ISSM-MFD35-01-ADCPTF000,recovered_host,Available,
Ingest.adcps-jln_recovered,mi.dataset.driver.adcps_jln.adcps_jln_driver,/omc_data/whoi/OMC/CP03ISSM/R00003/cg_data/dcl35/ADCP_sn20530/_RDI*.000,CP03ISSM-MFD35-01-ADCPTF000,recovered_inst,Available,
Ingest.presf-abc-dcl_recovered,mi.dataset.driver.presf_abc.dcl.presf_abc_dcl_recovered_driver,/omc_data/whoi/OMC/CP03ISSM/R00003/cg_data/dcl35/PRESF_sn26P71826-1352/*presf.log,CP03ISSM-MFD35-02-PRESFB000,recovered_host,Available,
Ingest.presf-abc_recovered,mi.dataset.driver.presf_abc.presf_abc_recovered_driver,/omc_data/whoi/OMC/CP03ISSM/R00003/cg_data/dcl35/PRESF_sn26P71826-1352/PRESF*.hex,CP03ISSM-MFD35-02-PRESFB000,recovered_inst,Available,
Ingest.velpt-ab-dcl_recovered,mi.dataset.driver.velpt_ab.dcl.velpt_ab_dcl_recovered_driver,/omc_data/whoi/OMC/CP03ISSM/R00003/cg_data/dcl35/VELPT_snAQD-12230/*velpt2.log,CP03ISSM-MFD35-04-VELPTA000,recovered_host,Available,
Ingest.velpt-ab_recovered,mi.dataset.driver.velpt_ab.velpt_ab_recovered_driver,/omc_data/whoi/OMC/CP03ISSM/R00003/cg_data/dcl35/VELPT_snAQD-12230/*.aqd,CP03ISSM-MFD35-04-VELPTA000,recovered_inst,Available,
Ingest.pco2w-abc-dcl_recovered,mi.dataset.driver.pco2w_abc.dcl.pco2w_abc_dcl_recovered_driver,/omc_data/whoi/OMC/CP03ISSM/R00003/cg_data/dcl35/PCO2W_snC0069/*pco2w.log,CP03ISSM-MFD35-05-PCO2WB000,recovered_host,Available,
Ingest.pco2w-abc_recovered,mi.dataset.driver.pco2w_abc.pco2w_abc_recovered_driver,/omc_data/whoi/OMC/CP03ISSM/R00003/cg_data/dcl35/PCO2W_snC0069/SAMI*.txt,CP03ISSM-MFD35-05-PCO2WB000,recovered_inst,Available,
