uframe_route,filename_mask,reference_designator,data_source,status,notes
Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/CP05MOAS-PG564/D00002/merged-from-glider/cp_*.mrg,CP05MOAS-PG564-00-ENG000000,telemetered,Available,
Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/CP05MOAS-PG564/D00002/merged-from-glider/cp_*.mrg,CP05MOAS-PG564-01-CTDGVM000,telemetered,Available,
Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/CP05MOAS-PG564/D00002/merged-from-glider/cp_*.mrg,CP05MOAS-PG564-02-DOSTAM000,telemetered,Available,
Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/CP05MOAS-PG564/D00002/merged-from-glider/cp_*.mrg,CP05MOAS-PG564-03-FLORTM000,telemetered,Available,
Ingest.flort-o-glider_telemetered,/omc_data/whoi/OMC/CP05MOAS-PG564/D00002/merged-from-glider/cp_*.mrg,CP05MOAS-PG564-04-FLORTO000,telemetered,Available,
Ingest.nutnr-m-glider_telemetered,/omc_data/whoi/OMC/CP05MOAS-PG564/D00002/merged-from-glider/cp_*.mrg,CP05MOAS-PG564-05-NUTNRM000,telemetered,Available,
Ingest.parad-m-glider_telemetered,/omc_data/whoi/OMC/CP05MOAS-PG564/D00002/merged-from-glider/cp_*.mrg,CP05MOAS-PG564-06-PARADM000,telemetered,Available,
