uframe_route,filename_mask,reference_designator,data_source,status,notes
Ingest.cg-dcl-eng-dcl_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/cg_data/dcl16/syslog/*syslog.log,GS01SUMO-RID16-00-DCLENG000,recovered_host,Available,
Ingest.optaa-dj-dcl_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/cg_data/dcl16/optaa2/*.optaa2.log,GS01SUMO-RID16-01-OPTAAD000,recovered_host,Available,
Ingest.flort-dj-dcl_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/cg_data/dcl16/flort2/*.flort2.log,GS01SUMO-RID16-02-FLORTD000,recovered_host,Available,
Ingest.ctdbp-cdef-dcl_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/cg_data/dcl16/ctdbp/*ctdbp.log,GS01SUMO-RID16-03-CTDBPF000,recovered_host,Available,
Ingest.ctdbp-cdef_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/instruments/dcl16/CTDBP_sn16-50142/*.hex,GS01SUMO-RID16-03-CTDBPF000,recovered_inst,Available,
Ingest.velpt-ab-dcl_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/cg_data/dcl16/velpt/*.velpt.log,GS01SUMO-RID16-04-VELPTA000,recovered_host,Available,
#Ingest.velpt-ab_recovered,,GS01SUMO-RID16-04-VELPTA000,recovered_inst,Not Expected,No data available
Ingest.pco2w-abc-dcl_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/cg_data/dcl16/pco2w/*.pco2w.log,GS01SUMO-RID16-05-PCO2WB000,recovered_host,Available,
Ingest.pco2w-abc_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/instruments/dcl16/PCO2W_snC0113/SAMI*.txt,GS01SUMO-RID16-05-PCO2WB000,recovered_inst,Available,
Ingest.dosta-abcdjm-dcl_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/cg_data/dcl16/dosta2/*dosta2.log,GS01SUMO-RID16-06-DOSTAD000,recovered_host,Available,
Ingest.nutnr-b-dcl-full_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/cg_data/dcl16/nutnr2/*.nutnr2.log,GS01SUMO-RID16-07-NUTNRB000,recovered_host,Available,
Ingest.nutnr-b_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/instruments/dcl16/NUTNR_sn240/*.DAT,GS01SUMO-RID16-07-NUTNRB000,recovered_inst,Available,
Ingest.spkir-abj-dcl_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/cg_data/dcl16/spkir2/*.spkir2.log,GS01SUMO-RID16-08-SPKIRB000,recovered_host,Available,
Ingest.adcps-jln-stc_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/cg_data/dcl11/imm/adcp/adcp*.DAT,GS01SUMO-RII11-02-ADCPSN010,recovered_host,Available,
Ingest.adcps-jln_recovered,/omc_data/whoi/OMC/GS01SUMO/R00002/instruments/dcl11/imm/ADCPS_sn23580/*.000,GS01SUMO-RII11-02-ADCPSN010,recovered_inst,Available,
