uframe_route,filename_mask,reference_designator,data_source,
#Ingest.flort-dj-sio_telemetered,,GS03FLMB-RIS01-05-FLORTD000,telemetered,No telemetered data expected (no gliders deployed)
#Ingest.phsen-abcdef-sio_telemetered,,GS03FLMB-RIS01-04-PHSENF000,telemetered,No telemetered data expected (no gliders deployed)
#Ingest.dosta-abcdjm-sio_telemetered,,GS03FLMB-RIS01-03-DOSTAD000,telemetered,No telemetered data expected (no gliders deployed)
#Ingest.adcps-jln-sio_telemetered,,GS03FLMB-RIM01-02-ADCPSL007,telemetered,No telemetered data expected (no gliders deployed)
#Ingest.ctdmo-ghqr-sio_telemetered,,GS03FLMB-RIM01-02-CTDMOG000,telemetered,Wildcard refdes. No telemetered data expected (no gliders deployed)
#Ingest.sio-eng-sio_telemetered,,GS03FLMB-RIS01-00-SIOENG000,telemetered,No telemetered data expected (no gliders deployed)
#Ingest.sio-eng-sio_telemetered,,GS03FLMB-RIM01-00-SIOENG000,telemetered,No telemetered data expected (no gliders deployed)
#,,GS03FLMB-RIM01-02-CTDMOG060,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GS03FLMB-RIM01-02-CTDMOG061,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GS03FLMB-RIM01-02-CTDMOG062,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GS03FLMB-RIM01-02-CTDMOG063,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GS03FLMB-RIM01-02-CTDMOG064,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GS03FLMB-RIM01-02-CTDMOG065,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GS03FLMB-RIM01-02-CTDMOG066,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GS03FLMB-RIM01-02-CTDMOG067,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GS03FLMB-RIM01-02-CTDMOG068,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GS03FLMB-RIM01-02-CTDMOH069,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GS03FLMB-RIM01-02-CTDMOH070,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GS03FLMB-RIM01-02-CTDMOH071,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
