uframe_route,filename_mask,reference_designator,data_source,
#Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/CP05MOAS-GL336/D00002/merged-from-glider/cp_*.mrg,CP05MOAS-GL336-00-ENG000000,telemetered,not on server
#Ingest.parad-m-glider_telemetered,/omc_data/whoi/OMC/CP05MOAS-GL336/D00002/merged-from-glider/cp_*.mrg,CP05MOAS-GL336-05-PARADM000,telemetered,not on server
#Ingest.flort-m-glider_telemetered,/omc_data/whoi/OMC/CP05MOAS-GL336/D00002/merged-from-glider/cp_*.mrg,CP05MOAS-GL336-02-FLORTM000,telemetered,not on server
#Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/CP05MOAS-GL336/D00002/merged-from-glider/cp_*.mrg,CP05MOAS-GL336-04-DOSTAM000,telemetered,not on server
#Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/CP05MOAS-GL336/D00002/merged-from-glider/cp_*.mrg,CP05MOAS-GL336-03-CTDGVM000,telemetered,not on server
