parser,filename_mask,reference_designator,data_source,status,notes
mi.dataset.driver.auv_eng.auv.auv_eng_auv_recovered_driver,/omc_data/whoi/OMC/CP05MOAS-A6263/R00006/20180424_130515_AL_AUVsubset.txt,CP05MOAS-A6263-00-ENG000000,recovered_host,Available,
mi.dataset.driver.flort_kn.auv.flort_kn_auv_recovered_driver,/omc_data/whoi/OMC/CP05MOAS-A6263/R00006/20180424_130515_AL_AUVsubset.txt,CP05MOAS-A6263-01-FLORTN000,recovered_host,Available,
mi.dataset.driver.dosta_ln.auv.dosta_ln_auv_recovered_driver,/omc_data/whoi/OMC/CP05MOAS-A6263/R00006/20180424_130515_AL_AUVsubset.txt,CP05MOAS-A6263-02-DOSTAN000,recovered_host,Available,
#mi.dataset.driver.ctdav_n.auv.ctdav_n_auv_driver,/omc_data/whoi/OMC/CP05MOAS-A6263/R00006/20180424_130515_AL_AUVsubset.txt,CP05MOAS-A6263-03-CTDAVN000,recovered_host,Pending,received no output when parsing files on local machine
mi.dataset.driver.ctdav_nbosi.auv.ctdav_nbosi_auv_driver,/omc_data/whoi/OMC/CP05MOAS-A6263/R00006/20180424_130515_AL_AUVsubset.txt,CP05MOAS-A6263-03-CTDAVN000,recovered_host,,
mi.dataset.driver.nutnr_n.nutnr_n_recovered_driver,/omc_data/whoi/OMC/CP05MOAS-A6263/R00006/DATA/*.SUN,CP05MOAS-A6263-04-NUTNRN000,recovered_host,Pending,received no output when parsing files on local machine
mi.dataset.driver.adcpa_n.adcpa_n_recovered_driver,/omc_data/whoi/OMC/CP05MOAS-A6263/R00006/ADCP/*.ADC,CP05MOAS-A6263-05-ADCPAN000,recovered_host,Available,
mi.dataset.driver.parad_n.auv.parad_n_auv_recovered_driver,/omc_data/whoi/OMC/CP05MOAS-A6263/R00006/20180424_130515_AL_AUVsubset.txt,CP05MOAS-A6263-06-PARADN000,recovered_host,Available,
