parser,filename_mask,reference_designator,data_source,data_type,notes
mi.instrument.rbr.xr_420_thermistor_24.ooicore.driver,/rsn_cabled/rsn_data/DVT_Data/dvt.20151005/mj03b/TMPSFA301*,RS03ASHS-MJ03B-07-TMPSFA301,streamed,chunky,
mi.instrument.rbr.xr_420_thermistor_24.ooicore.driver,/rsn_cabled/rsn_data/DVT_Data/dvt.20151005/mj03b/TMPSFA301*20{14,15{0[12345],060,061[012345678]}}*,RS03ASHS-MJ03B-07-TMPSFA301,streamed,chunky,
mi.instrument.rbr.xr_420_thermistor_24.ooicore.driver,/rsn_cabled/rsn_data/DVT_Data/dvt.20151005/mj03b/TMPSFA301*2015{0619,06[23],0[789],10}*,RS03ASHS-MJ03B-07-TMPSFA301,streamed,datalog,
