uframe_route,filename_mask,reference_designator,data_source,status,notes
#Ingest.glider-eng-glider_recovered,/omc_data/whoi/OMC/CP05MOAS-GL339/R00005/merged/cp_*.mrg,CP05MOAS-GL339-00-ENG000000,recovered_host,Expected,
#Ingest.adcpa-m-glider_recovered,/omc_data/whoi/OMC/CP05MOAS-GL339/R00005/dvl/*.PD0,CP05MOAS-GL339-01-ADCPAM000,recovered_host,Expected,
#Ingest.flort-m-glider_recovered,/omc_data/whoi/OMC/CP05MOAS-GL339/R00005/merged/cp_*.mrg,CP05MOAS-GL339-02-FLORTM000,recovered_host,Expected,
#Ingest.ctdgv-m-glider_recovered,/omc_data/whoi/OMC/CP05MOAS-GL339/R00005/merged/cp_*.mrg,CP05MOAS-GL339-03-CTDGVM000,recovered_host,Expected,
#Ingest.dosta-abcdjm-glider_recovered,/omc_data/whoi/OMC/CP05MOAS-GL339/R00005/merged/cp_*.mrg,CP05MOAS-GL339-04-DOSTAM000,recovered_host,Expected,
#Ingest.parad-m-glider_recovered,/omc_data/whoi/OMC/CP05MOAS-GL339/R00005/merged/cp_*.mrg,CP05MOAS-GL339-05-PARADM000,recovered_host,Expected,
