parser,filename_mask,reference_designator,data_source,status,notes
#mi.dataset.driver.adcps_jln.stc.adcps_jln_stc_recovered_driver,/omc_data/whoi/OMC/CP13NOPM/R00002/cg_data/stc1/imm/adcpt/adcpt*.DAT,CP13NOPM-RII01-02-ADCPTG010,recovered_host,Expected,Data to be downloaded
mi.dataset.driver.adcps_jln.adcps_jln_driver,/omc_data/whoi/OMC/CP13NOPM/R00002/instruments/ADCP*/*.000,CP13NOPM-RII01-02-ADCPTG010,recovered_inst,Available,
#mi.dataset.driver.cg_stc_eng.stc.cg_stc_eng_stc_recovered_driver,/omc_data/whoi/OMC/CP13NOPM/R00002/cg_data/stc1/irid2shore/stc_status*.txt,CP13NOPM-SBS01-00-STCENG000,recovered_host,Expected,Data to be downloaded
#mi.dataset.driver.cg_stc_eng.stc.mopak_o_dcl_recovered_driver,/omc_data/whoi/OMC/CP13NOPM/R00002/cg_data/stc1/3dmgx3/*.3dmgx3.log,CP13NOPM-SBS01-05-MOPAK0000,recovered_host,Expected,Data to be downloaded
mi.dataset.driver.WFP_ENG.STC_IMODEM.wfp_eng_stc_imodem_recovered_driver,/omc_data/whoi/OMC/CP13NOPM/R00002/instruments/CWFP_sn*/*/E*.DA?,CP13NOPM-WFP01-00-WFPENG001,recovered_wfp,Available,
mi.dataset.driver.vel3d_k.wfp.vel3d_k_wfp_recovered_driver,/omc_data/whoi/OMC/CP13NOPM/R00002/instruments/CWFP_sn*/*/A*.DA?,CP13NOPM-WFP01-01-VEL3DK000,recovered_wfp,Available,
mi.dataset.driver.dofst_k.wfp.coastal_dofst_k_wfp_recovered_driver,/omc_data/whoi/OMC/CP13NOPM/R00002/instruments/CWFP_sn*/*/C*.DA?,CP13NOPM-WFP01-02-DOFSTK000,recovered_wfp,Available,
mi.dataset.driver.ctdpf_ckl.wfp.coastal_ctdpf_ckl_wfp_recovered_driver,/omc_data/whoi/OMC/CP13NOPM/R00002/instruments/CWFP_sn*/*/C*.DA?,CP13NOPM-WFP01-03-CTDPFK000,recovered_wfp,Available,
mi.dataset.driver.flort_kn.stc_imodem.flort_kn__stc_imodem_recovered_driver,/omc_data/whoi/OMC/CP13NOPM/R00002/instruments/CWFP_sn*/*/E*.DA?,CP13NOPM-WFP01-04-FLORTK000,recovered_wfp,Available,
mi.dataset.driver.PARAD_K.STC_IMODEM.parad_k_stc_imodem_recovered_driver,/omc_data/whoi/OMC/CP13NOPM/R00002/instruments/CWFP_sn*/*/E*.DA?,CP13NOPM-WFP01-05-PARADK000,recovered_wfp,Available,
#mi.dataset.driver.ctdmo_ghqr.imodem.ctdmo_ghqr_imodem_recovered_driver,/omc_data/whoi/OMC/CP13NOPM/R00002/cg_data/stc1/imm/ctdmo/ctdmo*.DAT,CP13NOPM-SBI01-02-CTDMOS011,recovered_host,Expected,Data to be downloaded
mi.dataset.driver.ctdmo_ghqr.sio.ctdmo_ghqr_ct_recovered_driver,/omc_data/whoi/OMC/CP13NOPM/R00002/instruments/CTDMO_sn37-*/*.hex,CP13NOPM-SBI01-02-CTDMOS011,recovered_inst,Available,
#,/omc_data/whoi/OMC/CP13NOPM/R00002/instruments/ADCPU_sn*/,CP13NOPM-RII01-02-ADCPUP021,recovered_inst,Expected,Parser TBD
