uframe_route,filename_mask,reference_designator,data_source,status,notes
Ingest.cg-stc-eng-stc_telemetered,/omc_data/whoi/OMC/CP04OSPM/D00005/irid2shore/stc_status.*_*.txt,CP04OSPM-SBS01-00-STCENG000,telemetered,Available,
Ingest.mopak-o-dcl_telemetered,/omc_data/whoi/OMC/CP04OSPM/D00005/3dmgx3/*_*.3dmgx3.log,CP04OSPM-SBS11-02-MOPAK0000,telemetered,Available,
Ingest.wfp-eng-stc-imodem_telemetered,/omc_data/whoi/OMC/CP04OSPM/D00005/imm/mmp/E*.DAT,CP04OSPM-WFP01-00-WFPENG000,telemetered,Available,
Ingest.vel3d-k-wfp-stc_telemetered,/omc_data/whoi/OMC/CP04OSPM/D00005/imm/mmp/A*.DEC,CP04OSPM-WFP01-01-VEL3DK000,telemetered,Available,
Ingest.dofst-k-wfp_telemetered,/omc_data/whoi/OMC/CP04OSPM/D00005/imm/mmp/C*.DAT,CP04OSPM-WFP01-02-DOFSTK000,telemetered,Available,
Ingest.ctdpf-ckl-wfp_telemetered,/omc_data/whoi/OMC/CP04OSPM/D00005/imm/mmp/C*.DAT,CP04OSPM-WFP01-03-CTDPFK000,telemetered,Available,
Ingest.flort-kn-stc-imodem_telemetered,/omc_data/whoi/OMC/CP04OSPM/D00005/imm/mmp/E*.DAT,CP04OSPM-WFP01-04-FLORTK000,telemetered,Available,
Ingest.parad-k-stc-imodem_telemetered,/omc_data/whoi/OMC/CP04OSPM/D00005/imm/mmp/E*.DAT,CP04OSPM-WFP01-05-PARADK000,telemetered,Available,
