uframe_route,filename_mask,reference_designator,data_source,status,notes
#Ingest.cg-stc-eng-stc_recovered,/omc_data/whoi/OMC/CP04OSPM/R00006/cg_data/stc1/irid2shore/stc_status*.txt,CP04OSPM-SBS01-00-STCENG000,recovered_host,Missing,"failed in early deployment, unknown status of recovered data"
#Ingest.mopak-o-dcl_recovered,/omc_data/whoi/OMC/CP04OSPM/R00006/cg_data/stc1/3dmgx3/*_*.3dmgx3.log,CP04OSPM-SBS11-02-MOPAK0000,recovered_host,Missing,"failed in early deployment, unknown status of recovered data"
#Ingest.wfp-eng-stc-imodem_recovered,/omc_data/whoi/OMC/CP04OSPM/R00006/instruments/CWFP_sn13103-03/0*/E*.DA?,CP04OSPM-WFP01-00-WFPENG000,recovered_wfp,Missing,"failed in early deployment, unknown status of recovered data"
#Ingest.vel3d-k-wfp-stc_recovered,/omc_data/whoi/OMC/CP04OSPM/R00006/instruments/CWFP_sn13103-03/0*/A*.DA?,CP04OSPM-WFP01-01-VEL3DK000,recovered_wfp,Missing,"failed in early deployment, unknown status of recovered data"
#Ingest.dofst-k-wfp_recovered,/omc_data/whoi/OMC/CP04OSPM/R00006/instruments/CWFP_sn13103-03/0*/C*.DA?,CP04OSPM-WFP01-02-DOFSTK000,recovered_wfp,Missing,"failed in early deployment, unknown status of recovered data"
#Ingest.ctdpf-ckl-wfp_recovered,/omc_data/whoi/OMC/CP04OSPM/R00006/instruments/CWFP_sn13103-03/0*/C*.DA?,CP04OSPM-WFP01-03-CTDPFK000,recovered_wfp,Missing,"failed in early deployment, unknown status of recovered data"
#Ingest.flort-kn-stc-imodem_recovered,/omc_data/whoi/OMC/CP04OSPM/R00006/instruments/CWFP_sn13103-03/0*/E*.DA?,CP04OSPM-WFP01-04-FLORTK000,recovered_wfp,Missing,"failed in early deployment, unknown status of recovered data"
#Ingest.parad-k-stc-imodem_recovered,/omc_data/whoi/OMC/CP04OSPM/R00006/instruments/CWFP_sn13103-03/0*/E*.DA?,CP04OSPM-WFP01-05-PARADK000,recovered_wfp,Missing,"failed in early deployment, unknown status of recovered data"
