uframe_route,filename_mask,reference_designator,data_source,status,notes
Ingest.glider-eng-glider_telemetered,/omc_data/whoi/OMC/GI05MOAS-GL495/D00002/merged-from-glider/gi_*.mrg,GI05MOAS-GL495-00-ENG000000,telemetered,Available,
Ingest.flord-m-glider_telemetered,/omc_data/whoi/OMC/GI05MOAS-GL495/D00002/merged-from-glider/gi_*.mrg,GI05MOAS-GL495-01-FLORDM000,telemetered,Available,
Ingest.dosta-abcdjm-glider_telemetered,/omc_data/whoi/OMC/GI05MOAS-GL495/D00002/merged-from-glider/gi_*.mrg,GI05MOAS-GL495-02-DOSTAM000,telemetered,Available,
Ingest.ctdgv-m-glider_telemetered,/omc_data/whoi/OMC/GI05MOAS-GL495/D00002/merged-from-glider/gi_*.mrg,GI05MOAS-GL495-04-CTDGVM000,telemetered,Available,
