uframe_route,filename_mask,reference_designator,data_source,status,notes
#Ingest.adcps-jln-stc_recovered,/omc_data/whoi/OMC/CP02PMUI/R00006/cg_data/dcl00/imm/adcpt/adcpt*.DAT,CP02PMUI-RII01-02-ADCPTG010,recovered_host,Not Expected,Not expected may not have been recovered
Ingest.adcps-jln_recovered,/omc_data/whoi/OMC/CP02PMUI/R00006/cg_data/dcl00/ADCP_sn20499/*.000,CP02PMUI-RII01-02-ADCPTG010,recovered_inst,Available,
#Ingest.cg-stc-eng-stc_recovered,/omc_data/whoi/OMC/CP02PMUI/R00006/cg_data/dcl00/irid2shore/stc_status.*_*.txt,CP02PMUI-SBS01-00-STCENG000,recovered_host,Not Expected,may not have been recovered
#Ingest.mopak-o-dcl_recovered,/omc_data/whoi/OMC/CP02PMUI/R00006/cg_data/dcl00/MOPAK_sn/*_*.3dmgx3.log,CP02PMUI-SBS01-01-MOPAK0000,recovered_host,Not Expected,may not have been recovered
Ingest.wfp-eng-stc-imodem_recovered,/omc_data/whoi/OMC/CP02PMUI/R00006/cg_data/dcl00/CWFP_sn12714-01/*/E*.DAT,CP02PMUI-WFP01-00-WFPENG000,recovered_wfp,Available,
Ingest.vel3d-k-wfp-stc_recovered,/omc_data/whoi/OMC/CP02PMUI/R00006/cg_data/dcl00/CWFP_sn12714-01/*/A*.DAT,CP02PMUI-WFP01-01-VEL3DK000,recovered_wfp,Available,
Ingest.dofst-k-wfp_recovered,/omc_data/whoi/OMC/CP02PMUI/R00006/cg_data/dcl00/CWFP_sn12714-01/*/C*.DAT,CP02PMUI-WFP01-02-DOFSTK000,recovered_wfp,Available,
Ingest.ctdpf-ckl-wfp_recovered,/omc_data/whoi/OMC/CP02PMUI/R00006/cg_data/dcl00/CWFP_sn12714-01/*/C*.DAT,CP02PMUI-WFP01-03-CTDPFK000,recovered_wfp,Available,
Ingest.flort-kn-stc-imodem_recovered,/omc_data/whoi/OMC/CP02PMUI/R00006/cg_data/dcl00/CWFP_sn12714-01/*/E*.DAT,CP02PMUI-WFP01-04-FLORTK000,recovered_wfp,Available,
Ingest.parad-k-stc-imodem_recovered,/omc_data/whoi/OMC/CP02PMUI/R00006/cg_data/dcl00/CWFP_sn12714-01/*/E*.DAT,CP02PMUI-WFP01-05-PARADK000,recovered_wfp,Available,
