uframe_route,filename_mask,reference_designator,data_source,
#Ingest.adcps-jln-stc_telemetered,/omc_data/whoi/OMC/CP02PMUI/D00009/imm/adcpt/adcpt_*_*.DAT,CP02PMUI-RII01-02-ADCPTG010,telemetered,underway deployment
#Ingest.vel3d-k-wfp-stc_telemetered,/omc_data/whoi/OMC/CP02PMUI/D00009/imm/mmp/A*.DEC,CP02PMUI-WFP01-01-VEL3DK000,telemetered,underway deployment
#Ingest.ctdpf-ckl-wfp_telemetered,/omc_data/whoi/OMC/CP02PMUI/D00009/imm/mmp/C*.DAT,CP02PMUI-WFP01-03-CTDPFK000,telemetered,underway deployment
#Ingest.dofst-k-wfp_telemetered,/omc_data/whoi/OMC/CP02PMUI/D00009/imm/mmp/C*.DAT,CP02PMUI-WFP01-02-DOFSTK000,telemetered,underway deployment
#Ingest.wfp-eng-stc-imodem_telemetered,/omc_data/whoi/OMC/CP02PMUI/D00009/imm/mmp/E*.DAT,CP02PMUI-WFP01-00-WFPENG000,telemetered,underway deployment
#Ingest.flort-kn-stc-imodem_telemetered,/omc_data/whoi/OMC/CP02PMUI/D00009/imm/mmp/E*.DAT,CP02PMUI-WFP01-04-FLORTK000,telemetered,underway deployment
#Ingest.parad-k-stc-imodem_telemetered,/omc_data/whoi/OMC/CP02PMUI/D00009/imm/mmp/E*.DAT,CP02PMUI-WFP01-05-PARADK000,telemetered,underway deployment
#Ingest.mopak-o-dcl_telemetered,/omc_data/whoi/OMC/CP02PMUI/D00009/3dmgx3/*_*.3dmgx3.log,CP02PMUI-SBS01-01-MOPAK0000,telemetered,underway deployment
#Ingest.cg-stc-eng-stc_telemetered,/omc_data/whoi/OMC/CP02PMUI/D00009/irid2shore/stc_status.*_*.txt,CP02PMUI-SBS01-00-STCENG000,telemetered,underway deployment
