parser,filename_mask,reference_designator,data_source,status,notes
#mi.dataset.driver.sio_eng.sio.sio_eng_sio_telemetered_driver,/omc_data/whoi/OMC/GP03FLMA/D00010/*status_1487101.dat,GP03FLMA-RIM01-00-SIOENG000,telemetered,Not Expected,No accoms gliders are the array for Papa 10
#mi.dataset.driver.adcps_jln.sio.adcps_jln_sio_telemetered_driver,/omc_data/whoi/OMC/GP03FLMA/D00010/*adcps_*.dat,GP03FLMA-RIM01-02-ADCPSL003,telemetered,Not Expected,No accoms gliders are the array for Papa 10
#mi.dataset.driver.ctdmo_ghqr.sio.ctdmo_ghqr_sio_telemetered_driver,/omc_data/whoi/OMC/GP03FLMA/D00010/*ctdmo_*.dat,GP03FLMA-RIM01-02-CTDMOG000,telemetered,Not Expected,Wildcard refdes. No accoms gliders are the array for Papa 10
#,/omc_data/whoi/OMC/GP03FLMA/D00010/*ctdmo_*.dat,GP03FLMA-RIM01-02-CTDMOG040,telemetered,Not Expected,Data assigned to refdes after ingestion with wildcard refdes. No accoms gliders are the array for Papa 10
#,/omc_data/whoi/OMC/GP03FLMA/D00010/*ctdmo_*.dat,GP03FLMA-RIM01-02-CTDMOG041,telemetered,Not Expected,Data assigned to refdes after ingestion with wildcard refdes. No accoms gliders are the array for Papa 10
#,/omc_data/whoi/OMC/GP03FLMA/D00010/*ctdmo_*.dat,GP03FLMA-RIM01-02-CTDMOG042,telemetered,Not Expected,Data assigned to refdes after ingestion with wildcard refdes. No accoms gliders are the array for Papa 10
#,/omc_data/whoi/OMC/GP03FLMA/D00010/*ctdmo_*.dat,GP03FLMA-RIM01-02-CTDMOG043,telemetered,Not Expected,Data assigned to refdes after ingestion with wildcard refdes. No accoms gliders are the array for Papa 10
#,/omc_data/whoi/OMC/GP03FLMA/D00010/*ctdmo_*.dat,GP03FLMA-RIM01-02-CTDMOG044,telemetered,Not Expected,Data assigned to refdes after ingestion with wildcard refdes. No accoms gliders are the array for Papa 10
#,/omc_data/whoi/OMC/GP03FLMA/D00010/*ctdmo_*.dat,GP03FLMA-RIM01-02-CTDMOG045,telemetered,Not Expected,Data assigned to refdes after ingestion with wildcard refdes. No accoms gliders are the array for Papa 10
#,/omc_data/whoi/OMC/GP03FLMA/D00010/*ctdmo_*.dat,GP03FLMA-RIM01-02-CTDMOG046,telemetered,Not Expected,Data assigned to refdes after ingestion with wildcard refdes. No accoms gliders are the array for Papa 10
#,/omc_data/whoi/OMC/GP03FLMA/D00010/*ctdmo_*.dat,GP03FLMA-RIM01-02-CTDMOG047,telemetered,Not Expected,Data assigned to refdes after ingestion with wildcard refdes. No accoms gliders are the array for Papa 10
#,/omc_data/whoi/OMC/GP03FLMA/D00010/*ctdmo_*.dat,GP03FLMA-RIM01-02-CTDMOG048,telemetered,Not Expected,Data assigned to refdes after ingestion with wildcard refdes. No accoms gliders are the array for Papa 10
#,/omc_data/whoi/OMC/GP03FLMA/D00010/*ctdmo_*.dat,GP03FLMA-RIM01-02-CTDMOH049,telemetered,Not Expected,Data assigned to refdes after ingestion with wildcard refdes. No accoms gliders are the array for Papa 10
#,/omc_data/whoi/OMC/GP03FLMA/D00010/*ctdmo_*.dat,GP03FLMA-RIM01-02-CTDMOH050,telemetered,Not Expected,Data assigned to refdes after ingestion with wildcard refdes. No accoms gliders are the array for Papa 10
#,/omc_data/whoi/OMC/GP03FLMA/D00010/*ctdmo_*.dat,GP03FLMA-RIM01-02-CTDMOH051,telemetered,Not Expected,Data assigned to refdes after ingestion with wildcard refdes. No accoms gliders are the array for Papa 10
#mi.dataset.driver.sio_eng.sio.sio_eng_sio_telemetered_driver,/omc_data/whoi/OMC/GP03FLMA/D00010/*status_1399701.dat,GP03FLMA-RIS01-00-SIOENG000,telemetered,Not Expected,No accoms gliders are the array for Papa 10
#mi.dataset.driver.dosta_abcdjm.sio.dosta_abcdjm_sio_telemetered_driver,/omc_data/whoi/OMC/GP03FLMA/D00010/*dosta_*.dat,GP03FLMA-RIS01-03-DOSTAD000,telemetered,Not Expected,No accoms gliders are the array for Papa 10
#mi.dataset.driver.phsen_abcdef.sio.phsen_abcdef_sio_telemetered_driver,/omc_data/whoi/OMC/GP03FLMA/D00010/*phsen_*.dat,GP03FLMA-RIS01-04-PHSENF000,telemetered,Not Expected,No accoms gliders are the array for Papa 10
#mi.dataset.driver.flort_dj.sio.flort_dj_sio_telemetered_driver,/omc_data/whoi/OMC/GP03FLMA/D00010/*flort_*.dat,GP03FLMA-RIS01-05-FLORTD000,telemetered,Not Expected,No accoms gliders are the array for Papa 10
