uframe_route,filename_mask,reference_designator,data_source,
#Ingest.adcps-jln-sio_telemetered,,GP03FLMA-RIM01-02-ADCPSL003,telemetered,No telemetered data expected (no gliders deployed)
#Ingest.ctdmo-ghqr-sio_telemetered,,GP03FLMA-RIM01-02-CTDMOG000,telemetered,Wildcard refdes. No telemetered data expected (no gliders deployed)
#Ingest.dosta-abcdjm-sio_telemetered,,GP03FLMA-RIS01-03-DOSTAD000,telemetered,No telemetered data expected (no gliders deployed)
#Ingest.flort-dj-sio_telemetered,,GP03FLMA-RIS01-05-FLORTD000,telemetered,No telemetered data expected (no gliders deployed)
#Ingest.phsen-abcdef-sio_telemetered,,GP03FLMA-RIS01-04-PHSENF000,telemetered,No telemetered data expected (no gliders deployed)
#Ingest.sio-eng-sio_telemetered,,GP03FLMA-RIM01-00-SIOENG000,telemetered,No telemetered data expected (no gliders deployed)
#Ingest.sio-eng-sio_telemetered,,GP03FLMA-RIS01-00-SIOENG000,telemetered,No telemetered data expected (no gliders deployed)
#,,GP03FLMA-RIM01-02-CTDMOG040,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GP03FLMA-RIM01-02-CTDMOG041,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GP03FLMA-RIM01-02-CTDMOG042,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GP03FLMA-RIM01-02-CTDMOG043,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GP03FLMA-RIM01-02-CTDMOG044,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GP03FLMA-RIM01-02-CTDMOG045,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GP03FLMA-RIM01-02-CTDMOG046,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GP03FLMA-RIM01-02-CTDMOG047,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GP03FLMA-RIM01-02-CTDMOG048,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GP03FLMA-RIM01-02-CTDMOH049,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GP03FLMA-RIM01-02-CTDMOH050,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
#,,GP03FLMA-RIM01-02-CTDMOH051,telemetered,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed)
