uframe_route,filename_mask,reference_designator,data_source,status,notes
#Ingest.mopak-o-dcl_telemetered,/omc_data/whoi/OMC/CE06ISSM/D00006/cg_data/dcl17/mopak/*.mopak.log,CE06ISSM-SBD17-01-MOPAK0000,telemetered,,MOPAK data files are too large to telemetered via Iridium. Data available upon recovery
Ingest.velpt-ab-dcl_telemetered,/omc_data/whoi/OMC/CE06ISSM/D00006/cg_data/dcl17/velpt1/*.velpt*.log,CE06ISSM-SBD17-04-VELPTA000,telemetered,,
# ,/omc_data/whoi/OMC/CE06ISSM/D00006/cg_data/dcl17/ctdbp*/*.ctdbp*.log,CE06ISSM-SBD17-06-CTDBPC000,telemetered,,CTDBP with FLORT not installed in the spring/summer
# ,/omc_data/whoi/OMC/CE06ISSM/D00006/cg_data/dcl17/ctdbp*/*.ctdbp*.log,CE06ISSM-SBD17-06-FLORTD000,telemetered,,CTDBP with FLORT not installed in the spring/summer
# ,,,,,
Ingest.optaa-dj-dcl_telemetered,/omc_data/whoi/OMC/CE06ISSM/D00006/cg_data/dcl16/optaa1/*.optaa*.log,CE06ISSM-RID16-01-OPTAAD000,telemetered,,
Ingest.flort-dj-dcl_telemetered,/omc_data/whoi/OMC/CE06ISSM/D00006/cg_data/dcl16/flort/*.flort.log,CE06ISSM-RID16-02-FLORTD000,telemetered,,
Ingest.ctdbp-cdef-dcl_telemetered,/omc_data/whoi/OMC/CE06ISSM/D00006/cg_data/dcl16/ctdbp1/*.ctdbp*.log,CE06ISSM-RID16-03-CTDBPC000,telemetered,,
Ingest.dosta-abcdjm-ctdbp-dcl_telemetered,/omc_data/whoi/OMC/CE06ISSM/D00006/cg_data/dcl16/ctdbp1/*.ctdbp*.log,CE06ISSM-RID16-03-DOSTAD000,telemetered,,
Ingest.velpt-ab-dcl_telemetered,/omc_data/whoi/OMC/CE06ISSM/D00006/cg_data/dcl16/velpt2/*.velpt*.log,CE06ISSM-RID16-04-VELPTA000,telemetered,,
Ingest.pco2w-abc-dcl_telemetered,/omc_data/whoi/OMC/CE06ISSM/D00006/cg_data/dcl16/pco2w1/*.pco2w*.log,CE06ISSM-RID16-05-PCO2WB000,telemetered,,
Ingest.phsen-abcdef-dcl_telemetered,/omc_data/whoi/OMC/CE06ISSM/D00006/cg_data/dcl16/phsen1/*.phsen*.log,CE06ISSM-RID16-06-PHSEND000,telemetered,,
Ingest.nutnr-b-dcl-full_telemetered,/omc_data/whoi/OMC/CE06ISSM/D00006/cg_data/dcl16/nutnr/*.nutnr.log,CE06ISSM-RID16-07-NUTNRB000,telemetered,,
Ingest.spkir-abj-dcl_telemetered,/omc_data/whoi/OMC/CE06ISSM/D00006/cg_data/dcl16/spkir/*.spkir.log,CE06ISSM-RID16-08-SPKIRB000,telemetered,,
# ,,,,,
# Ingest.vel3d-cd-dcl_telemetered,/omc_data/whoi/OMC/CE06ISSM/D00006/cg_data/dcl35/vel3d/*.vel3d.log,CE06ISSM-MFD35-01-VEL3DD000,telemetered,,"DCL system alters operation of VEL3D, data is not available until after recovery"
Ingest.presf-abc-dcl_telemetered,/omc_data/whoi/OMC/CE06ISSM/D00006/cg_data/dcl35/presf/*.presf.log,CE06ISSM-MFD35-02-PRESFA000,telemetered,,
